#doc name topic proportion ...
0	Tropical_Storm_Irene_passes_over_New_York$AAA$.html.txt	2	0.6329405962981028	9	0.35896029248637806	5	0.005457310880141282	1	7.889873988608336E-4	10	4.983324912551903E-4	4	3.9105987920761277E-4	8	2.583761193898333E-4	7	1.9312743260210355E-4	0	1.83263985103327E-4	6	1.703719572757809E-4	3	1.5828107168313374E-4	
1	254.html.txt	2	0.7487565152163108	0	0.14173339601665866	1	0.09121213380959448	10	0.01765582079322076	9	1.9140123656995135E-4	4	1.297791377547166E-4	8	8.57460245187165E-5	7	6.409226057827521E-5	5	6.204702452612463E-5	6	5.6540511794859237E-5	3	5.252796847263411E-5	
2	215.html.txt	6	0.5731596760626457	4	0.21995294274033975	1	0.20429221904647069	9	5.860094601972071E-4	2	5.0705732253199E-4	10	5.063382246222448E-4	8	2.6252694310000154E-4	7	1.9623003329222085E-4	5	1.8996817367012488E-4	0	1.8620812907601002E-4	3	1.6082386405405686E-4	
3	Israel_continues_settlement_expansion$AAA$.html.txt	9	0.43571909646801094	6	0.3514314088754727	1	0.21049346596540558	2	4.964238936484632E-4	10	4.957198758413884E-4	4	3.890096635663169E-4	8	2.5702152693615656E-4	7	1.9211492044185217E-4	5	1.8598437741062542E-4	0	1.8230318419092868E-4	3	1.5745124907503758E-4	
4	Australia_appeals_for_no_execution_in_Indonesian_drug_case$AAA$.html.txt	7	0.5405959629726793	9	0.3505714129854425	1	0.08810850281688999	2	0.019390544973886627	10	3.598756372221306E-4	4	2.824076809990327E-4	8	1.8658881818882223E-4	5	1.3501828269525654E-4	0	1.3234586260431786E-4	6	1.2303575978955326E-4	3	1.1430420960250043E-4	
5	Two_dead_after_two_light_aircraft_crash_in_Isle_of_Wight__England$AAA$.html.txt	2	0.7516806370174942	9	0.24352816705435562	0	0.0032261954058337345	1	4.66741734023904E-4	10	2.9479884143235297E-4	4	2.3133951998735827E-4	8	1.5284771108955227E-4	7	1.1424850753058735E-4	5	1.1060274493152003E-4	6	1.0078703776861032E-4	3	9.363442555256635E-5	
6	Typhoon_kills_two_in_southern_China$AAA$.html.txt	9	0.5541271087090488	2	0.44185966529120607	1	0.00111935238094251	10	7.069943846921943E-4	4	5.54804560268195E-4	8	3.665634265328862E-4	7	2.7399379485731115E-4	5	2.6525043049082373E-4	0	2.6000032239121364E-4	6	2.417101417561662E-4	3	2.2455655781379417E-4	
7	Arrest_warrant_issued_for_Richard_Gere_for_kissing_actress_Shilpa_Shetty$AAA$.html.txt	3	0.6048494016717544	9	0.21624356104727468	10	0.17470933488388316	1	0.001239871498144747	2	7.84227663780696E-4	4	6.14539597207141E-4	8	4.06030801880024E-4	7	3.0349432644798807E-4	5	2.938095761758939E-4	0	2.879941962243148E-4	6	2.677347372269439E-4	
8	151.html.txt	2	0.9117902972594871	1	0.08306264130031124	0	0.003559089326128555	9	3.763898510548758E-4	10	3.2521756369738764E-4	4	2.5521021287485616E-4	8	1.6861925228655607E-4	7	1.2603720250266417E-4	5	1.2201525307936632E-4	6	1.1118671537556056E-4	3	1.0329606320178744E-4	
9	143.html.txt	4	0.8050171829316588	2	0.1541420524084629	7	0.028668293363874813	10	0.011203202887591994	1	3.292053943332039E-4	9	2.4064674542647658E-4	8	1.0780756751352912E-4	5	7.801106608917693E-5	0	7.646699119672101E-5	6	7.108778601442055E-5	3	6.604285783798571E-5	
