#doc name topic proportion ...
0	Tropical_Storm_Irene_passes_over_New_York$AAA$.html.txt	1	0.617264915064397	0	0.38023992953659647	3	9.556283102591259E-4	5	6.95419332491402E-4	2	6.574889334909376E-4	4	1.8661882276505375E-4	
1	254.html.txt	1	0.7575476908718713	2	0.22759561195934142	5	0.008976067291724016	3	0.005564306180001068	0	2.5439233650249946E-4	4	6.193136055962613E-5	
2	215.html.txt	3	0.9809607841872285	0	0.016844286543319976	5	7.065915268335806E-4	2	6.68051760550226E-4	1	6.306690520334816E-4	4	1.8961693003418916E-4	
3	Israel_continues_settlement_expansion$AAA$.html.txt	3	0.651061693050924	0	0.34678940825468174	5	6.917733662835061E-4	2	6.540418299642275E-4	1	6.17443086377094E-4	4	1.8564041176931528E-4	
4	Australia_appeals_for_no_execution_in_Indonesian_drug_case$AAA$.html.txt	5	0.4115602141741986	0	0.3545202014556846	3	0.2252495823026299	2	0.008086994507603551	1	4.482398007011595E-4	4	1.3476775918216203E-4	
5	Two_dead_after_two_light_aircraft_crash_in_Isle_of_Wight__England$AAA$.html.txt	1	0.6987594907538726	0	0.26235058847798043	2	0.03780282121435544	3	5.653164647491383E-4	5	4.113858854345203E-4	4	1.1039720360793773E-4	
6	Typhoon_kills_two_in_southern_China$AAA$.html.txt	0	0.5245043324056071	1	0.47195570722902874	3	0.00135578182572678	5	9.866146514592418E-4	2	9.328015265702872E-4	4	2.6476236160770513E-4	
7	Arrest_warrant_issued_for_Richard_Gere_for_kissing_actress_Shilpa_Shetty$AAA$.html.txt	5	0.5891496433286061	3	0.2168465048303661	0	0.19170192268497058	2	0.0010332384789631757	1	9.754207241599373E-4	4	2.932699529342274E-4	
8	151.html.txt	1	0.9187619831123623	3	0.04189811725982727	5	0.03828876417741261	0	5.002651901494204E-4	2	4.2908159203393565E-4	4	1.2178866821434014E-4	
9	143.html.txt	3	0.8756306078107872	1	0.11021273624896052	2	0.013468784441219118	0	3.198453942949209E-4	5	2.901603140082534E-4	4	7.7865790729981E-5	
10	77.html.txt	1	0.9654479280393196	2	0.029834352463057205	3	0.0017311774287929594	0	0.001388677575573392	5	0.0012597934144802977	4	3.380710787766132E-4	
11	Volcanic_eruption_starts_on_top_of_Eyjafjallaj_kull__Iceland$AAA$.html.txt	0	0.5552779011129707	1	0.44156039842548533	3	0.0012109107395930864	5	8.811906566541073E-4	2	8.331276942935018E-4	4	2.3647137100317434E-4	
12	292.html.txt	3	0.968352912945941	0	0.025741526313251932	2	0.004711257366806042	5	5.526865381265212E-4	1	4.933009834322775E-4	4	1.4831585244222354E-4	
13	191.html.txt	5	0.9867972892441228	2	0.00632885970482441	1	0.006318148750629815	3	2.7820701093358654E-4	0	2.2316593956527231E-4	4	5.4329349924064315E-5	
14	289.html.txt	1	0.8234081085235326	3	0.17368914586507436	0	9.648975986574731E-4	5	8.753447609569286E-4	2	8.276006524819559E-4	4	2.3490259929660363E-4	
15	5.html.txt	0	0.4127068602871263	5	0.3613557155970739	3	0.21185563364094265	2	0.006320719181575485	1	0.005967025625575543	4	0.0017940456677060855	
16	212.html.txt	2	0.9704924623783423	3	0.008743833589377617	0	0.007013934810009743	5	0.006362966493209136	1	0.005679272810383068	4	0.0017075299186780268	
17	49.html.txt	1	0.5426026953046166	2	0.3319262132463872	3	0.12450187898178504	0	4.5066286968775763E-4	5	4.08836525749331E-4	4	1.0971307177405518E-4	
18	64.html.txt	3	0.997730952194337	0	5.942936079821752E-4	5	5.391367922784691E-4	2	5.097305438589866E-4	1	4.81207142726913E-4	4	1.446797188163865E-4	
19	304.html.txt	5	0.8516343947517562	3	0.08003686869340525	0	0.06403553879029751	2	0.0019270345989796241	1	0.0018192019773635919	4	5.469611881977961E-4	
20	8.html.txt	4	0.5688419696886714	2	0.3403631392195204	5	0.07985071829713725	0	0.009993896645093136	3	5.760934077280469E-4	1	3.7418274184970035E-4	
21	226.html.txt	2	0.7145474540510806	1	0.28068934859851663	3	0.0017478656257664457	0	0.0014020641438871842	5	0.0012719375657943583	4	3.413300149548632E-4	
22	188.html.txt	5	0.6527700096517726	3	0.26720959113079135	1	0.07861685229878003	0	6.679878086876645E-4	2	5.729386694392116E-4	4	1.626204405291267E-4	
23	Wikinews_interviews_17-year-old_author_of__LEGO_Heavy_Weapons_$AAA$.html.txt	0	0.5714964008108077	2	0.42540918443826814	3	0.001202877452098717	5	8.753447609569286E-4	1	7.812899385718256E-4	4	2.3490259929660363E-4	
24	96.html.txt	2	0.9519585036797973	3	0.014235916754376516	0	0.011419452469592303	5	0.010359604901247894	1	0.009246476860244336	4	0.002780045334741777	
25	After_Mars__NASA_announces_water_ice_on_Pluto$AAA$.html.txt	1	0.6125206282415168	0	0.38508516499252726	3	9.169656395238608E-4	5	6.672841586100815E-4	2	6.308883421577361E-4	4	1.790686256642462E-4	
26	113.html.txt	5	0.592568068432046	3	0.3380779733380889	1	0.05364466581938265	0	0.01227419523629858	2	0.003330256822444026	4	1.0484035173972508E-4	
27	82.html.txt	2	0.956791901746468	5	0.0293427507024593	0	0.01073151124976221	3	0.0016987391305628306	1	0.001103360769338014	4	3.317364014096703E-4	
28	Georgia_withdraws_from_South_Ossetia$AAA$.html.txt	0	0.5157753926014298	3	0.48225156250811774	5	6.351625180178725E-4	2	6.005187187834652E-4	1	5.66915010884183E-4	4	1.7044864276684186E-4	
29	222.html.txt	3	0.2790309296808387	5	0.23825749128524193	1	0.23770662258792793	2	0.1991227436887827	0	0.044506414200699194	4	0.0013757985565094899	
