#doc name topic proportion ...
0	0.html.txt	5	0.9605968717642025	0	0.03934042916749556	1	2.117283187398237E-5	3	1.1640591176614964E-5	6	1.1516014682966653E-5	4	1.0057835222156755E-5	2	8.311795346135317E-6	
1	1.html.txt	4	0.9952566245456402	1	0.0014914306251283028	3	8.199722303909471E-4	6	8.111969659906047E-4	0	6.432365980550808E-4	2	5.854892818687214E-4	5	3.920497529260546E-4	
2	10.html.txt	6	0.9994298547461685	1	1.8323515657017262E-4	3	1.0074068313164317E-4	4	8.704310423177474E-5	0	7.902718153326677E-5	2	7.193242409390915E-5	5	4.8166704270621496E-5	
3	11.html.txt	4	0.9995918045434489	1	1.2834640875393214E-4	3	7.056345047197649E-5	6	6.980828717260862E-5	0	5.535430609275845E-5	2	5.038480867006778E-5	5	3.373819538981024E-5	
4	2.html.txt	2	0.7847139838132204	0	0.15402746682579863	4	0.0611376067154015	1	5.1321635822012E-5	3	2.8216073535882308E-5	6	2.791410781504464E-5	5	1.3490828406483774E-5	
5	3.html.txt	2	0.5343377438664116	4	0.4623092700795883	0	0.0030559768652860964	1	1.260349262738888E-4	3	6.929262270919825E-5	6	6.855105968702556E-5	5	3.3130580043896354E-5	
6	4.html.txt	6	0.47496788713148963	4	0.47362504583753856	1	0.01949811646261621	3	0.010719850977244396	0	0.008409309753054104	2	0.007654354157108571	5	0.005125435680948629	
7	5.html.txt	2	0.9990814480177591	1	2.8151520783598196E-4	3	1.547739794054338E-4	6	1.531176030779961E-4	4	1.3372956389574156E-4	0	1.2141421903121259E-4	5	7.400140899448746E-5	
8	6.html.txt	6	0.99926249957072	1	2.3702031319485612E-4	3	1.303111734356586E-4	4	1.1259293365226457E-4	0	1.0222409099068447E-4	2	9.30468039361989E-5	5	6.230511407026091E-5	
9	7.html.txt	0	0.6339707360258398	3	0.36578035896032507	1	9.307026641961562E-5	6	5.062140770847761E-5	4	4.4211629757519815E-5	2	3.65364922318553E-5	5	2.4465217717675218E-5	
10	8.html.txt	3	0.9998639010124641	1	4.382280698187515E-5	6	2.3835455344649943E-5	4	2.0817365112963437E-5	0	1.8900264487877778E-5	2	1.7203471188666536E-5	5	1.151962441987024E-5	
11	9.html.txt	3	0.9289741027571937	6	0.06917621122644017	1	7.22037082658262E-4	4	3.429928525804542E-4	0	3.114061551999855E-4	2	2.834493042355257E-4	5	1.8980062169185306E-4	
12	Australians_may_choose_to_change_head_of_state_beyond_Queen_Elizabeth_II__Howard$AAA$.html.txt	6	0.9392531166301745	1	0.055710361384040806	2	0.004702600784229522	3	1.0679947444697001E-4	4	9.227808961786166E-5	0	8.378006970380685E-5	5	5.1063567786440676E-5	
13	Cities_across_Texas_increase_efforts_to_combat_mosquitos$AAA$.html.txt	1	0.9240007342785143	4	0.07559263825676216	3	1.0253040770875948E-4	6	1.0143313708986267E-4	0	8.04311514553835E-5	2	7.321035097796841E-5	5	4.902241749145776E-5	
14	Fear_and_loathing_on_the_campaign_trail__August_2008$AAA$.html.txt	1	0.9991161574333285	3	1.8299199826660325E-4	6	1.810336353996427E-4	4	1.5811081564621194E-4	0	1.4355016679063704E-4	2	1.306627830576087E-4	5	8.749316751088218E-5	
15	IDA_Ireland_opens_Shanghai_office$AAA$.html.txt	1	0.7170376467812807	6	0.2822863376628164	3	1.7601574472037002E-4	4	1.5208311416856204E-4	0	1.3807756487568042E-4	2	1.2568149036557352E-4	5	8.41576417725944E-5	
16	Jimmie_Johnson_wins_seventh_NASCAR_Cup_Series_championship$AAA$.html.txt	3	0.7275898237788482	1	0.27210960271888973	6	7.763982262746195E-5	4	6.780892211083257E-5	0	6.156430247431045E-5	2	5.6037295379990486E-5	5	3.752315966954899E-5	
17	Last_of_raisers_of_first_U.S._flag_over_Iwo_Jima_dies$AAA$.html.txt	1	0.6855328134417348	5	0.3139416285073071	3	1.2076723866594014E-4	6	1.1947479922602446E-4	4	1.0434667520813331E-4	0	9.473724216117429E-5	2	8.62320956967989E-5	
