#doc name topic proportion ...
0	0.html.txt	1	0.42359892743400646	8	0.32425500077705566	7	0.1522941937211154	0	0.06656593213897515	3	0.021180381889606754	10	0.012103271839733077	9	4.5843990150877154E-7	6	4.5843990150877154E-7	5	4.5843990150877154E-7	4	4.5843990150877154E-7	2	4.5843990150877154E-7	
1	1.html.txt	3	0.7497646944273149	0	0.24994320210314497	10	3.245594106001103E-5	9	3.245594106001103E-5	8	3.245594106001103E-5	7	3.245594106001103E-5	6	3.245594106001103E-5	5	3.245594106001103E-5	4	3.245594106001103E-5	2	3.245594106001103E-5	1	3.245594106001103E-5	
2	10.html.txt	2	0.8121955770093406	0	0.10480288673380678	3	0.08296977900925327	10	3.96965594991882E-6	9	3.96965594991882E-6	8	3.96965594991882E-6	7	3.96965594991882E-6	6	3.96965594991882E-6	5	3.96965594991882E-6	4	3.96965594991882E-6	1	3.96965594991882E-6	
3	11.html.txt	4	0.7614473841500539	0	0.2018314702636283	2	0.03669890551025684	10	2.7800095076325163E-6	9	2.7800095076325163E-6	8	2.7800095076325163E-6	7	2.7800095076325163E-6	6	2.7800095076325163E-6	5	2.7800095076325163E-6	3	2.7800095076325163E-6	1	2.7800095076325163E-6	
4	2.html.txt	6	0.5305569725197847	7	0.1699256843937227	4	0.15770089496572057	0	0.08924207416890881	3	0.037897958571299975	2	0.014670858658095977	10	1.1113444934547366E-6	9	1.1113444934547366E-6	8	1.1113444934547366E-6	5	1.1113444934547366E-6	1	1.1113444934547366E-6	
5	3.html.txt	6	0.44443382808597065	3	0.24624158160688595	0	0.13813671989102155	7	0.10810759163661479	4	0.06306389925500462	10	2.729920750400616E-6	9	2.729920750400616E-6	8	2.729920750400616E-6	5	2.729920750400616E-6	2	2.729920750400616E-6	1	2.729920750400616E-6	
6	4.html.txt	6	0.4979647218453189	0	0.4979647218453189	10	4.5228403437358667E-4	9	4.5228403437358667E-4	8	4.5228403437358667E-4	7	4.5228403437358667E-4	5	4.5228403437358667E-4	4	4.5228403437358667E-4	3	4.5228403437358667E-4	2	4.5228403437358667E-4	1	4.5228403437358667E-4	
7	5.html.txt	6	0.6778129594719086	3	0.16778007577282794	0	0.15435815778074688	10	6.100871814582305E-6	9	6.100871814582305E-6	8	6.100871814582305E-6	7	6.100871814582305E-6	5	6.100871814582305E-6	4	6.100871814582305E-6	2	6.100871814582305E-6	1	6.100871814582305E-6	
8	6.html.txt	3	0.8248172933218976	5	0.17513648432805543	10	5.13581667188808E-6	9	5.13581667188808E-6	8	5.13581667188808E-6	7	5.13581667188808E-6	6	5.13581667188808E-6	4	5.13581667188808E-6	2	5.13581667188808E-6	1	5.13581667188808E-6	0	5.13581667188808E-6	
9	7.html.txt	0	0.46562362052040773	9	0.37915103676395	10	0.11973328549457682	3	0.03104345600077402	6	0.004436507152633181	8	2.015677943040973E-6	7	2.015677943040973E-6	5	2.015677943040973E-6	4	2.015677943040973E-6	2	2.015677943040973E-6	1	2.015677943040973E-6	
10	8.html.txt	10	0.5010395602247462	9	0.44884803821558134	0	0.034447353462812594	3	0.01565840553951325	8	9.48936763802997E-7	7	9.48936763802997E-7	6	9.48936763802997E-7	5	9.48936763802997E-7	4	9.48936763802997E-7	2	9.48936763802997E-7	1	9.48936763802997E-7	
11	9.html.txt	9	0.8964128441804705	0	0.10344611430631083	10	1.5671279246524893E-5	8	1.5671279246524893E-5	7	1.5671279246524893E-5	6	1.5671279246524893E-5	5	1.5671279246524893E-5	4	1.5671279246524893E-5	3	1.5671279246524893E-5	2	1.5671279246524893E-5	1	1.5671279246524893E-5	
12	Australians_may_choose_to_change_head_of_state_beyond_Queen_Elizabeth_II__Howard$AAA$.html.txt	2	0.8934813623948387	5	0.087963099351461	6	0.018521869778756035	10	4.208559368042726E-6	9	4.208559368042726E-6	8	4.208559368042726E-6	7	4.208559368042726E-6	4	4.208559368042726E-6	3	4.208559368042726E-6	1	4.208559368042726E-6	0	4.208559368042726E-6	
13	Cities_across_Texas_increase_efforts_to_combat_mosquitos$AAA$.html.txt	5	0.7644145108702239	0	0.13777569481760407	3	0.06222349713750096	1	0.03111376868098792	7	0.004448287146833879	10	4.040224474871824E-6	9	4.040224474871824E-6	8	4.040224474871824E-6	6	4.040224474871824E-6	4	4.040224474871824E-6	2	4.040224474871824E-6	
14	Fear_and_loathing_on_the_campaign_trail__August_2008$AAA$.html.txt	5	0.777723268716047	6	0.22221180137218546	10	7.214434640829371E-6	9	7.214434640829371E-6	8	7.214434640829371E-6	7	7.214434640829371E-6	4	7.214434640829371E-6	3	7.214434640829371E-6	2	7.214434640829371E-6	1	7.214434640829371E-6	0	7.214434640829371E-6	
15	IDA_Ireland_opens_Shanghai_office$AAA$.html.txt	5	0.6946104044798801	3	0.30532714366009533	10	6.939095558284934E-6	9	6.939095558284934E-6	8	6.939095558284934E-6	7	6.939095558284934E-6	6	6.939095558284934E-6	4	6.939095558284934E-6	2	6.939095558284934E-6	1	6.939095558284934E-6	0	6.939095558284934E-6	
16	Jimmie_Johnson_wins_seventh_NASCAR_Cup_Series_championship$AAA$.html.txt	9	0.5169923100945856	5	0.2516952113564474	10	0.23128774222274442	8	3.0920407778337784E-6	7	3.0920407778337784E-6	6	3.0920407778337784E-6	4	3.0920407778337784E-6	3	3.0920407778337784E-6	2	3.0920407778337784E-6	1	3.0920407778337784E-6	0	3.0920407778337784E-6	
