#doc name topic proportion ...
0	0.html.txt	1	0.9999791841763822	0	1.0627017342222944E-5	2	5.438472059853933E-6	3	4.750334215700466E-6	
1	1.html.txt	0	0.8921591487675703	3	0.10730481496110136	2	3.845439430419145E-4	1	1.5149232828633885E-4	
2	10.html.txt	2	0.9998483154381204	0	9.200729413340467E-5	3	4.1127757990889315E-5	1	1.8549509755371044E-5	
3	11.html.txt	0	0.999925228914906	2	3.2976258014278634E-5	3	2.880372373471416E-5	1	1.2991103345007297E-5	
4	2.html.txt	2	0.9999575296614781	0	2.5761230278897804E-5	3	1.1515409233988226E-5	1	5.193699009079769E-6	
5	3.html.txt	2	0.7957193924808537	0	0.20423956564907056	3	2.8284808666995863E-5	1	1.275706140882926E-5	
6	4.html.txt	0	0.4991738830445962	3	0.4934767067840868	2	0.005272350617818402	1	0.002077059553498591	
7	5.html.txt	2	0.999766898939676	0	1.4139209392357213E-4	3	6.320303053671144E-5	1	2.8505935863789397E-5	
8	6.html.txt	0	0.9998618798830029	2	6.09150530493999E-5	3	5.3207382067445106E-5	1	2.399768188036077E-5	
9	7.html.txt	3	0.9999199475951863	0	4.672224405212572E-5	2	2.3910530176853042E-5	1	9.419630584735054E-6	
10	8.html.txt	3	0.9999623115205734	0	2.1996719996382668E-5	2	1.1257020032653273E-5	1	4.43473939759005E-6	
11	9.html.txt	3	0.9993779489865672	0	3.6305741632762246E-4	2	1.8579791029187437E-4	1	7.319568681331279E-5	
12	Australians_may_choose_to_change_head_of_state_beyond_Queen_Elizabeth_II__Howard$AAA$.html.txt	2	0.9072661077004189	0	0.09267062410130274	3	4.360251810416599E-5	1	1.9665680174230197E-5	
13	Cities_across_Texas_increase_efforts_to_combat_mosquitos$AAA$.html.txt	0	0.999891339546975	2	4.7922470703748487E-5	3	4.1858770216985146E-5	1	1.887921210438467E-5	
14	Fear_and_loathing_on_the_campaign_trail__August_2008$AAA$.html.txt	0	0.9998059943144174	2	8.556224021582082E-5	3	7.473592450158005E-5	1	3.370752086524706E-5	
15	IDA_Ireland_opens_Shanghai_office$AAA$.html.txt	0	0.9998133965390268	2	8.229764042717948E-5	3	7.188439931107131E-5	1	3.242142123514455E-5	
16	Jimmie_Johnson_wins_seventh_NASCAR_Cup_Series_championship$AAA$.html.txt	3	0.7754221672364238	0	0.22452670659929885	2	3.667710163554761E-5	1	1.444906264186865E-5	
17	Last_of_raisers_of_first_U.S._flag_over_Iwo_Jima_dies$AAA$.html.txt	0	0.6596389644336745	1	0.34025527613301937	2	5.6451139372585235E-5	3	4.930829393358504E-5	
