#doc name topic proportion ...
0	0.html.txt	4	0.7830670581783897	3	0.21632095430044887	1	5.316348914896017E-4	8	1.644362067875055E-5	7	1.4260289635936773E-5	6	1.306211554747391E-5	2	1.1930627398568915E-5	5	1.0486143726317818E-5	9	9.45027556476181E-6	0	4.719557119988271E-6	
1	1.html.txt	3	0.9918593985204812	1	0.0019245162583401052	8	0.001154478055472209	7	0.0010011901740497775	6	9.170684517849643E-4	2	8.376286335443416E-4	5	7.362139430889234E-4	9	6.634874381273882E-4	4	5.746666146638289E-4	0	3.3135191044726084E-4	
2	10.html.txt	5	0.9990086059364435	1	2.371399376318868E-4	8	1.4225541243709247E-4	7	1.2336719651129304E-4	6	1.1300167224777219E-4	2	1.032130547386025E-4	9	8.175528214699229E-5	3	7.902141355579107E-5	4	7.081073208394004E-5	0	4.082936220317641E-5	
3	11.html.txt	7	0.999328368510598	1	1.6612435071041286E-4	8	9.9654610109741E-5	6	7.916139988403131E-5	2	7.230415034478399E-5	5	6.355002861087108E-5	9	5.7272272648137326E-5	3	5.535710749638676E-5	4	4.960525421506135E-5	0	2.8602315382455078E-5	
4	2.html.txt	9	0.7699605583591331	6	0.20045987405052623	7	0.028143398665413603	1	0.001288562612958666	8	3.9855613631646666E-5	2	2.891713967806213E-5	5	2.541603829271709E-5	3	2.213938206884683E-5	4	1.9839000362531607E-5	0	1.1439137934494864E-5	
5	3.html.txt	6	0.645242759404068	9	0.23411611001667104	2	0.0840924937457745	7	0.03609407738472361	1	1.631333473450421E-4	8	9.786036818832313E-5	5	6.240583542888617E-5	3	5.436042462532765E-5	4	4.871213119207987E-5	0	2.808734198330874E-5	
6	4.html.txt	6	0.45634904305789115	3	0.45288389182106076	1	0.024182445332028013	8	0.014506555786419836	7	0.012580421987083932	2	0.01052519486465554	5	0.009250871929125788	9	0.008337029438681634	4	0.007220954321911355	0	0.00416359146114206	
7	5.html.txt	6	0.9851109206337358	7	0.013590002654221585	1	3.6425176414677494E-4	8	2.1850720488960143E-4	2	1.5853734991645862E-4	5	1.393426667077824E-4	9	1.2557777507973418E-4	3	1.2137849735690577E-4	4	1.0876672373144612E-4	0	6.271473021377268E-5	
8	6.html.txt	2	0.9987339190450584	1	3.067106620494003E-4	8	1.8398947121433452E-4	7	1.5955994125246533E-4	6	1.4615344025941578E-4	5	1.173306096616506E-4	9	1.057401674460414E-4	3	1.0220425251776387E-4	4	9.158476945954808E-5	0	5.280764108081275E-5	
9	7.html.txt	0	0.7313258065233631	8	0.2682174602890435	1	1.204744725716773E-4	7	6.267437733502216E-5	6	5.740836823909719E-5	2	5.2435445738570506E-5	5	4.608689903719093E-5	9	4.153422909259958E-5	3	4.014533871886375E-5	4	3.59740568603402E-5	
10	8.html.txt	8	0.9997751521457463	1	5.6732567535551586E-5	7	2.9513956517156012E-5	6	2.703414307369274E-5	2	2.469234687747084E-5	5	2.1702756246357393E-5	9	1.955886094982529E-5	3	1.8904819348766894E-5	4	1.6940523305821257E-5	0	9.767880399044757E-6	
11	9.html.txt	8	0.9963009930436746	1	9.333162758468308E-4	7	4.855386804913365E-4	6	4.4474288455987807E-4	2	4.062176317889636E-4	5	3.570354122042626E-4	9	3.217658578568237E-4	3	3.1100611794259917E-4	4	2.786911787973923E-4	0	1.6069291683724378E-4	
12	Australians_may_choose_to_change_head_of_state_beyond_Queen_Elizabeth_II__Howard$AAA$.html.txt	5	0.9203355894277928	1	0.07886481359741764	8	1.508072591484807E-4	7	1.30783556533762E-4	6	1.1979489693172457E-4	2	1.0941782549295942E-4	9	8.667009437655545E-5	3	8.377187615028238E-5	4	7.506760017724246E-5	0	4.3283865978487736E-5	
13	Cities_across_Texas_increase_efforts_to_combat_mosquitos$AAA$.html.txt	1	0.8615139846533661	7	0.1377515973554139	8	1.4478161230729194E-4	6	1.1500837838902979E-4	2	1.0504593266582267E-4	5	9.232764640114811E-5	9	8.320710868638097E-5	3	8.042469151370986E-5	4	7.206820312939699E-5	0	4.1554418127102E-5	
14	Fear_and_loathing_on_the_campaign_trail__August_2008$AAA$.html.txt	1	0.9984656563416925	8	2.5831506603738255E-4	7	2.2401682275360706E-4	6	2.051945435954939E-4	2	1.8741984290061517E-4	5	1.6472825310557404E-4	9	1.48455659752448E-4	3	1.4349135341376327E-4	4	1.2858195425433918E-4	0	7.414016249428613E-5	
15	IDA_Ireland_opens_Shanghai_office$AAA$.html.txt	1	0.5185170565874946	2	0.4801873317343709	8	2.4847434752277135E-4	7	2.154827231787229E-4	6	1.973774937608352E-4	5	1.584527988895935E-4	9	1.4280012296190973E-4	3	1.3802493583353164E-4	4	1.2368352212923636E-4	0	7.131573385786962E-5	
16	Jimmie_Johnson_wins_seventh_NASCAR_Cup_Series_championship$AAA$.html.txt	8	0.7443807887602637	1	0.25507172711060816	7	9.611513085073834E-5	6	8.803937206640373E-5	2	8.0413080156175E-5	5	7.067718132700308E-5	9	6.369537335297948E-5	3	6.156542191691862E-5	4	5.516849675076675E-5	0	3.1810072707222935E-5	
17	Last_of_raisers_of_first_U.S._flag_over_Iwo_Jima_dies$AAA$.html.txt	1	0.6852584846412102	4	0.3138135336914324	8	1.705208251112236E-4	7	1.4787961864063976E-4	6	1.3545451846452088E-4	2	1.2372095342283982E-4	5	1.0874161569278321E-4	9	9.799963270340191E-5	3	9.472255860175083E-5	0	4.8941944720236676E-5	
